,query,reference_contexts,reference_answer,reference_answer_by,query_by
0,¿Cuál es la ocasión que se celebra en el Convento de Religiosas Capuchinas según el texto proporcionado?,"['Hoy es el quinto dia de Rogativa en el Convento de Religiosas Capuchinas por el feliz parto de la Reyna nuestra Señora, con asistencia del Cabildo, á las 10.']",,None,ai (gpt-4o-mini)
1,¿A qué hora se llevó a cabo la asistencia del Cabildo en el evento mencionado en la frase?,"['Hoy es el quinto dia de Rogativa en el Convento de Religiosas Capuchinas por el feliz parto de la Reyna nuestra Señora, con asistencia del Cabildo, á las 10.']",,None,ai (gpt-4o-mini)
2,¿Qué número de día de Rogativa se menciona en el texto?,"['Hoy es el quinto dia de Rogativa en el Convento de Religiosas Capuchinas por el feliz parto de la Reyna nuestra Señora, con asistencia del Cabildo, á las 10.']",,None,ai (gpt-4o-mini)
3,¿Cuántas yugadas de tierras de labor tiene el rentero mencionado en el texto?,"['Supongo que un rentero tiene cien yugadas de tierras de labor; cada año, siembra cinquenta, y las otras que quedan de rastrojo sirven de recurso á setenta ó cien carneros.']",,None,ai (gpt-4o-mini)
4,¿Cuántas yugadas siembra el rentero cada año y qué sucede con las que no se siembran?,"['Supongo que un rentero tiene cien yugadas de tierras de labor; cada año, siembra cinquenta, y las otras que quedan de rastrojo sirven de recurso á setenta ó cien carneros.']",,None,ai (gpt-4o-mini)
5,¿Cuántos carneros pueden ser sustentados con las tierras que quedan de rastrojo según el texto?,"['Supongo que un rentero tiene cien yugadas de tierras de labor; cada año, siembra cinquenta, y las otras que quedan de rastrojo sirven de recurso á setenta ó cien carneros.']",,None,ai (gpt-4o-mini)
6,¿Cuál es el nombre de la persona que se menciona en la frase como responsable de la venta de la casulla y dónde se encuentra su casa tienda?,"['La persona que quiera verla para tratar de su ajuste, acudirá á la casa tienda de D. Manuel Blanco, que vive en la calle de Fuencarral, n. 5, quien informará del Escribano de diligencias que corre con la venta de dicha casulla, para verificarla en el mejor postor.']",,None,ai (gpt-4o-mini)
7,¿Qué acción debe realizar la persona interesada en la casulla para obtener más información sobre su ajuste?,"['La persona que quiera verla para tratar de su ajuste, acudirá á la casa tienda de D. Manuel Blanco, que vive en la calle de Fuencarral, n. 5, quien informará del Escribano de diligencias que corre con la venta de dicha casulla, para verificarla en el mejor postor.']",,None,ai (gpt-4o-mini)
8,¿Qué papel desempeña el Escribano de diligencias en el proceso de venta de la casulla mencionada en el texto?,"['La persona que quiera verla para tratar de su ajuste, acudirá á la casa tienda de D. Manuel Blanco, que vive en la calle de Fuencarral, n. 5, quien informará del Escribano de diligencias que corre con la venta de dicha casulla, para verificarla en el mejor postor.']",,None,ai (gpt-4o-mini)
9,¿Cuál es la función de los guardas y peones mencionados en el texto en relación con el control de excesos en los paseos?,"['En inteligencia de que para celar no se cometan dichos excesos estan autorizados los guardas y peones de los mismos paseos, quienes en su caso harán las aprehensiones convenientes de prendas, y daran parte inmediatamente de los culpados al señor Regidor comisionado de estos ramos, á fin de que adopte la providencia que estime mas conforme á justicia.']",,None,ai (gpt-4o-mini)
