,query,reference_contexts,reference_answer,reference_answer_by,query_by
0,"Según el texto, ¿cuál es la fecha límite para que el Almanak esté impreso y disponible para el público?","['4.º Que el Almanak ha de estar impreso y de venta al público en 1.º de noviembre del presente año sin falta alguna; y ha de venderse al precio de un real de vellon cada egemplar impreso de dos pliegos, y al de siete cuartos el que lo esté en uno, y no mas.']",,None,ai (gpt-4o-mini)
1,¿Cuál es el precio establecido para cada ejemplar impreso de dos pliegos del Almanak?,"['4.º Que el Almanak ha de estar impreso y de venta al público en 1.º de noviembre del presente año sin falta alguna; y ha de venderse al precio de un real de vellon cada egemplar impreso de dos pliegos, y al de siete cuartos el que lo esté en uno, y no mas.']",,None,ai (gpt-4o-mini)
2,¿Qué precio se debe pagar por un ejemplar impreso en uno de los pliegos según el documento?,"['4.º Que el Almanak ha de estar impreso y de venta al público en 1.º de noviembre del presente año sin falta alguna; y ha de venderse al precio de un real de vellon cada egemplar impreso de dos pliegos, y al de siete cuartos el que lo esté en uno, y no mas.']",,None,ai (gpt-4o-mini)
3,¿Cuál es el enfoque principal del discurso mencionado en el texto respecto a las Leyes formularias y cuáles son las críticas generales que se les hacen?,"['En este discurso dedicado al Supremo Consejo y á cuya publicacion precedió la vista de los tres Señores Fiscales, se trata de la importancia de las Leyes formularias, acusadas generalmente de vanas y supersticiosas; se hacen constar por demostracion los daños que ocasionan aun las leyes bien dictadas, por no haber dado formulas determinadas á los actos de que se tratan; se demuestran tambien sus riesgos de contradiccion, los incalculables beneficios que se seguirán de la exâcta observancia del formulario de los juicios, estorvando la prolongacion de los pleytos, y disminuyendo el numero de Abogados, y de todas las demas personas que se emplean en el Foro.']",,None,ai (gpt-4o-mini)
4,"Según el discurso, ¿qué daños se mencionan como consecuencia de no tener fórmulas determinadas para los actos legales, incluso en el caso de leyes bien dictadas?","['En este discurso dedicado al Supremo Consejo y á cuya publicacion precedió la vista de los tres Señores Fiscales, se trata de la importancia de las Leyes formularias, acusadas generalmente de vanas y supersticiosas; se hacen constar por demostracion los daños que ocasionan aun las leyes bien dictadas, por no haber dado formulas determinadas á los actos de que se tratan; se demuestran tambien sus riesgos de contradiccion, los incalculables beneficios que se seguirán de la exâcta observancia del formulario de los juicios, estorvando la prolongacion de los pleytos, y disminuyendo el numero de Abogados, y de todas las demas personas que se emplean en el Foro.']",,None,ai (gpt-4o-mini)
5,¿Qué beneficios se destacan en el texto como resultado de la observancia exacta del formulario de los juicios?,"['En este discurso dedicado al Supremo Consejo y á cuya publicacion precedió la vista de los tres Señores Fiscales, se trata de la importancia de las Leyes formularias, acusadas generalmente de vanas y supersticiosas; se hacen constar por demostracion los daños que ocasionan aun las leyes bien dictadas, por no haber dado formulas determinadas á los actos de que se tratan; se demuestran tambien sus riesgos de contradiccion, los incalculables beneficios que se seguirán de la exâcta observancia del formulario de los juicios, estorvando la prolongacion de los pleytos, y disminuyendo el numero de Abogados, y de todas las demas personas que se emplean en el Foro.']",,None,ai (gpt-4o-mini)
6,"¿Qué evento ocurrió el día 9 del pasado en el término del Lugar de Ballecas, según el texto proporcionado?","['Quien hubiere perdido una yegua que se halló en el término del Lugar de Ballecas el dia 9 del pasado, acuda al Sr. Alcalde de la Hermandad D. Nicolas Humanes que dando las señas la entregará.']",,None,ai (gpt-4o-mini)
7,"¿A quién debe acudir una persona que haya perdido una yegua, según el anuncio en el documento?","['Quien hubiere perdido una yegua que se halló en el término del Lugar de Ballecas el dia 9 del pasado, acuda al Sr. Alcalde de la Hermandad D. Nicolas Humanes que dando las señas la entregará.']",,None,ai (gpt-4o-mini)
8,¿Quién es el Sr. Alcalde de la Hermandad mencionado en el texto y cuál es su nombre?,"['Quien hubiere perdido una yegua que se halló en el término del Lugar de Ballecas el dia 9 del pasado, acuda al Sr. Alcalde de la Hermandad D. Nicolas Humanes que dando las señas la entregará.']",,None,ai (gpt-4o-mini)
9,¿A qué hora se extravió la burra de leche según el texto?,"['Entre 7 y 8 de la mañana del 29 del pasado setiembre se extravió del portal de la calle Mayor, núm. 7, una burra de leche, pelo rubio, aparejada, con una matadura en la espaldilla izquierda, y herrada en el hocico.']",,None,ai (gpt-4o-mini)
